SUB,SUBM,AT,VERB,VERBM,OBJ,IOBJ,TIME,MANNER,CAUSE,PURPOSE,COMPANY,INSTRUMENT,SUBJECT,MATTER,CONCESSION,QUANTITY,OWNERCHIP,DOUBT,AC,RC,PC,CLASS
3.63758615972639,0,0,1.87180217690159,0,0.929535958624176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,entailment
3.63758615972639,3.63758615972639,0,1.87180217690159,0,2.02814824729229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
3.63758615972639,0,0,1.87180217690159,0,3.63758615972639,0,0,0,0,1.87180217690159,0,0,0,0,0,0,0,0,0,0,0,neutral
3.63758615972639,0,1.07263680226485,3.63758615972639,1.15267950993839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,entailment
3.63758615972639,0,0,1.87180217690159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,contradiction
1.69167601067107,2.02814824729229,0,2.15948424935337,0,3.63758615972639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
3.63758615972639,0,0,3.63758615972639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,entailment
3.63758615972639,0,0,2.56494935746154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,entailment
2.94443897916644,1.87180217690159,0,1.64865862558738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
2.94443897916644,0,0,2.02814824729229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,entailment
3.63758615972639,0,0,3.63758615972639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,contradiction
3.63758615972639,0.998528830111127,0,3.63758615972639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,entailment
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,entailment
2.53897387105828,0,0,2.15948424935337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
3.63758615972639,0,0,2.15948424935337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
3.63758615972639,0,0,1.46633706879343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
3.63758615972639,0,0,1.64865862558738,1.15267950993839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
3.63758615972639,0,0,2.56494935746154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
3.63758615972639,0,0,1.87180217690159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,entailment
3.63758615972639,3.63758615972639,0,3.63758615972639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.63758615972639,entailment
3.63758615972639,0,0,1.87180217690159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,contradiction
3.63758615972639,0,0,1.87180217690159,0,3.63758615972639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,entailment
0,0,0,3.25809653802148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,entailment
2.53897387105828,0,0,2.15948424935337,0,1.55814461804655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,contradiction
1.55814461804655,3.63758615972639,0,3.63758615972639,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,entailment
2.53897387105828,0,0,2.15948424935337,0,1.55814461804655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,contradiction
2.94443897916644,0,0,1.46633706879343,0,1.44036158239017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.63758615972639,contradiction
2.94443897916644,0,0,2.15948424935337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,contradiction
1.84582669049833,1.23969088692802,1.55814461804655,2.15948424935337,2.2512917986065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87180217690159,neutral
3.63758615972639,3.63758615972639,0,2.56494935746154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,entailment
3.63758615972639,0,0,3.63758615972639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,entailment
3.63758615972639,0,0,3.63758615972639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,entailment
3.63758615972639,0,0,3.63758615972639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,entailment
1.55814461804655,0,0,2.15948424935337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,contradiction
2.53897387105828,2.2512917986065,0,1.87180217690159,1.15267950993839,1.23969088692802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
3.63758615972639,0,0,1.64865862558738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,entailment
2.53897387105828,2.02814824729229,0,1.87180217690159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,entailment
3.63758615972639,0,0,0,0,1.55814461804655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,entailment
2.02814824729229,0,0,2.2512917986065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,contradiction
3.63758615972639,3.63758615972639,3.63758615972639,1.87180217690159,1.33500106673234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,entailment
3.63758615972639,0,0,3.25809653802148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,entailment
3.63758615972639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,entailment
3.25809653802148,0,0,1.69167601067107,0,3.63758615972639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,contradiction
3.63758615972639,0,0,2.56494935746154,0,1.44036158239017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,contradiction
2.53897387105828,0,0,2.15948424935337,0,0.998528830111127,1.69167601067107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,contradiction
3.63758615972639,0,0,2.15948424935337,0,0,0,0,0,0,3.63758615972639,0,0,0,0,0,0,0,0,0,0,0,neutral
3.63758615972639,0,0,3.63758615972639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,entailment
2.53897387105828,0,0,3.25809653802148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.63758615972639,entailment
2.53897387105828,0,0,2.15948424935337,0,1.55814461804655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,contradiction
2.53897387105828,1.55814461804655,0,3.63758615972639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,entailment
3.63758615972639,0,0,0,0,3.63758615972639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,entailment
2.2512917986065,0,0,1.87180217690159,0,1.64865862558738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,contradiction
3.63758615972639,0,0,2.56494935746154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,contradiction
2.53897387105828,1.84582669049833,0,1.64865862558738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,contradiction
