CLASS,NOUN_NOUN,NOUN_ADJ,NOUN_VERB,NOUN_ADV,ADJ_NOUN,ADJ_ADJ,ADJ_VERB,ADJ_ADV,VERB_NOUN,VERB_ADJ,VERB_VERB,VERB_ADV,ADV_NOUN,ADV_ADJ,ADV_VERB,ADV_ADV,NOUN_NOUN_,NOUN_ADJ_,NOUN_VERB_,NOUN_ADV_,ADJ_NOUN_,ADJ_ADJ_,ADJ_VERB_,ADJ_ADV_,VERB_NOUN_,VERB_ADJ_,VERB_VERB_,VERB_ADV_,ADV_NOUN_,ADV_ADJ_,ADV_VERB_,ADV_ADV_
neutral,7.303348541259766,0,0.052726377,0,0,0,0,0,1.7598204612731934,0,3.5629656314849854,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
neutral,17.730831146240234,3.124187946,0.214376763,0,2.724820613861084,13.786131381988525,0,0,0,0,0,0,0,0,0,0,5,2,2,0,1,4,0,0,0,0,0,0,0,0,0,0
entailment,11.632266998291016,3.850502371788025,3.2264141365885735,0,0,0,0,0,3.7236568927764893,0,4.463101878762245,0,0,0,0,0,3,2,2,0,0,0,0,0,1,0,2,0,0,0,0,0
neutral,3.1743438243865967,2.184919595718384,1.449426420032978,0,0,0,0,0,0,0,0.3558518588542938,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0
neutral,9.323485016822815,0,0,0,0,5.8881754875183105,0,0,0,0,1.3442813605070114,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0
contradiction,9.240477561950684,2.067955732345581,0,0.9468148350715637,0,0,0,0,0,0,0.065466762,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
neutral,18.063911199569702,0,1.4030861854553223,0,0,0,0.075366981,0,0,0,2.602816551923752,0,0,0,0,0,7,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0
entailment,3.214689254760742,0,0,0,2.584671736,0,1.6546792089939117,5.941913604736328,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0
neutral,6.857410430908203,0,2.687232494354248,0.4758123755455017,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
neutral,20.533713459968567,1.5708680152893066,1.103535532951355,0,2.4627487659454346,1.948712944984436,0,0,0,0,1.1566059589385986,0,0,0,0,0,7,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0
entailment,5.892730236053467,0,0,0,0,0,0,0,0,0,3.519805394113064,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
contradiction,12.068081974983215,1.7537775039672852,0.082205065,0,1.0201094150543213,0,0,0,0,1.8278443813323975,0.1404832899570465,0,0,0,0,0,5,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0
neutral,7.948930084705353,4.454697072505951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
entailment,11.551527976989746,0,0,0,0,0,0,0,0,0,3.448587417602539,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
entailment,11.252493381500244,0,0.9989764094352722,0,4.294837474822998,3.080293655395508,1.3536899089813232,2.6961450576782227,0,0,1.6708462685346603,0,0,0,0,0,3,0,1,0,1,1,1,1,0,0,2,0,0,0,0,0
neutral,5.448607444763184,0,0,0,0,0,0,0,3.0142927169799805,0,1.7059558629989624,1.385760784,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
entailment,8.174172401428223,0,1.7829705476760864,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
contradiction,8.020850896835327,0,0,0,0,0,0,0,0,0,3.4094223976135254,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
entailment,11.329399108886719,0,0,0,0,0,0,0,0,0,2.694518566131592,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
entailment,2.1025874614715576,0,0,0,0,0,0,0,0,0,0,0,1.0262402296066284,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
neutral,10.92074442,0,0.7550926357507706,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
neutral,7.686243295669556,1.7753593921661377,0,0,0,0,0,0,0,0,0.12913568317890167,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
neutral,15.195444822311401,4.6839680671691895,2.2635591104626656,0,2.1773691177368164,3.8287928104400635,0,0,1.2670098543167114,0,7.426889851689339,0,0,0,0,0,6,3,2,0,1,1,0,0,1,0,4,0,0,0,0,0
neutral,8.823926210403442,0,0,0,0,0,0,0,0,0,0.087536603,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
neutral,5.772602558135986,0,0,0,0,0,0,0,0,0,0.15246669948101044,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
neutral,26.234861135482788,0,0,0,2.117847204208374,0,0,0,0,0,3.666124217,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0
entailment,4.846939563751221,0,0.12613962590694427,3.0664312839508057,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
entailment,20.510508060455322,2.3212446570396423,3.697140932,0,18.36422586,14.689497470855713,4.290964484214783,0,3.3883864879608154,0,0,0,10.865444302558899,3.4429149627685547,7.270638465881348,0,6,2,2,0,7,3,2,0,1,0,0,0,5,1,2,0
contradiction,8.224176645,0,0.11377161741256714,2.2183609008789062,0,0,0,0,0,0,4.435698509216309,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0
entailment,8.580338478088379,0,0,0,0,0,0,0,0,0,2.2075337916612625,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
entailment,9.361086368560791,0,2.4852511882781982,0,0,0,0,0,0,0,0.22077107429504395,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
neutral,10.190352201461792,0,0,0,1.5816527605056763,1.0830026865005493,0,0,0,1.206772804260254,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
contradiction,5.9971513748168945,0,0.8891746401786804,0,0,0,0,0,0,0,0.2315124273300171,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
entailment,9.242088794708252,0,0,0,0,0,0,0,0,0,3.3096601963043213,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
contradiction,7.127016663551331,0,1.3679587468504906,0,1.0911978483200073,0,0,0,0,0,1.604987621307373,0,0,0,0,0,3,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0
contradiction,20.160025119781494,3.170999050140381,3.429213762283325,0,0,0,0,0,7.084775447845459,0,9.112107753753662,0,0,0,0,0,6,2,1,0,0,0,0,0,2,0,3,0,0,0,0,0
contradiction,3.233729839324951,0,0,0,9.599414825439453,2.4198479652404785,0,0,0,0,1.4625221490859985,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0
neutral,7.6099395751953125,0,0,0.5360235571861267,0,6.708501339,0,0,0,0,0.18354158848524094,2.032764285802841,0,0,0,0,4,0,0,1,0,2,0,0,0,0,2,3,0,0,0,0
entailment,3.214689254760742,1.6458324193954468,0,0,0,5.277446269989014,0,0,1.5968934297561646,0,2.0854163765907288,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,2,0,0,0,0,0
entailment,4.5691986083984375,0,0,0,0,0,0,3.0001909732818604,0,0,4.549583747982979,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0
entailment,9.177741527557373,0,0,0,0,0,0,0,0,0,6.4968764036893845,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
entailment,4.5691986083984375,0,0,0,0,0,0,3.0001909732818604,0,0,4.009821534156799,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0
contradiction,10.58427119255066,0,0.060461614,0,0,0,0,0,0,0,1.0179857015609741,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
neutral,5.530826568603516,1.291041612625122,1.9056310653686523,0,0,0,0,0,1.5373404026031494,1.1845982074737549,5.890774220228195,0,0,0,0,0,2,1,1,0,0,0,0,0,1,1,5,0,0,0,0,0
entailment,4.380672216415405,0,0,0,0,0,0,0,0,0,4.085354984,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
entailment,2.832832098007202,0,0,3.0953783988952637,0,0,0,0,0,0,0.07405398,1.0888952016830444,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
entailment,6.80507493,0,0,0,0,0,0,0,0,0,2.7111189365386963,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
contradiction,6.020948171615601,1.6581038236618042,0,0,4.755680680274963,0,0,0,0,0,2.6320894807577133,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0
entailment,36.28758358955383,1.9402209520339966,5.2681732177734375,0,0,4.893479824066162,0,0,0,0,0,0,0,0,0,0,10,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0
entailment,10.068477630615234,0,0.12613962590694427,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
entailment,6.137471675872803,0,0,0,0,0,0,0,1.8758283853530884,0,1.8100244998931885,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
contradiction,13.960634231567383,0.20326922833919525,0,0,0,0,0,0,0,0,2.3964943885803223,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
contradiction,7.482370376586914,0,0,0,0,4.148764133453369,0,0,0,0,0.19632789492607117,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
contradiction,11.693445920944214,0,1.4498597383499146,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
neutral,26.809173703193665,1.3628498315811157,3.072873279452324,0,0,1.4538027048110962,0,0,0,0,0.20927277207374573,0,0,0,0,0,10,1,3,0,0,1,0,0,0,0,1,0,0,0,0,0
entailment,10.355978965759277,0,0,0,0,0,0,0,0,0,0.093256578,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
entailment,12.323315024375916,0.5165297985076904,0,0,0,0,0,0,0.46502530574798584,0,0.16695702075958252,0,0,0,0,0,4,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
contradiction,8.96977973,1.9505274295806885,0,0,0,0,0,0,0,0,1.8461985141038895,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0
entailment,7.778797388076782,0,0,0.5319377183914185,0,2.966881752,0,0,0,0,2.8700168132781982,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
entailment,7.912982225418091,0,0,0,0,0,0,0,0,0,1.437577486038208,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
contradiction,3.7314252853393555,0,3.8391101360321045,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
contradiction,4.055114746,0,0,0,0,0,0,0,2.4504520893096924,0,1.4925317764282227,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
contradiction,6.637414216995239,0,0,0,0,0,0,1.1807395219802856,0,0,0.16424846649169922,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
