CLASS,NOUN_NOUN,NOUN_ADJ,NOUN_VERB,NOUN_ADV,ADJ_NOUN,ADJ_ADJ,ADJ_VERB,ADJ_ADV,VERB_NOUN,VERB_ADJ,VERB_VERB,VERB_ADV,ADV_NOUN,ADV_ADJ,ADV_VERB,ADV_ADV,NOUN_NOUN_,NOUN_ADJ_,NOUN_VERB_,NOUN_ADV_,ADJ_NOUN_,ADJ_ADJ_,ADJ_VERB_,ADJ_ADV_,VERB_NOUN_,VERB_ADJ_,VERB_VERB_,VERB_ADV_,ADV_NOUN_,ADV_ADJ_,ADV_VERB_,ADV_ADV_
neutral,18.57021391,0,0.222750804,0,0,0,0,0,7.441346318,0,0.34408465,0,0,0,0,0,0.923076923,0,0.307692308,0,0,0,0,0,0.461538462,0,0.153846154,0,0,0,0,0
entailment,15.64114062,0,7.106446998,0,6.380340248,0,8.370942838,0,3.808699697,0,8.485384166,0,0,0,0,0,0.5,0,0.416666667,0,0.416666667,0,0.375,0,0.333333333,0,0.25,0,0,0,0,0
contradiction,9.597761832,0,1.367391046,0,0,0,0,0,4.515946627,0,0.68328052,0,0,0,0,0,1,0,0.666666667,0,0,0,0,0,0.5,0,0.333333333,0,0,0,0,0
contradiction,10.79939425,2.628730953,0.584558263,0,4.981396437,5.320104241,0.34716253,0,3.538514942,1.459669024,2.280354857,0,2.933309376,0.934244215,1.666535735,0,0.363636364,0.181818182,0.181818182,0,0.363636364,0.181818182,0.181818182,0,0.363636364,0.181818182,0.181818182,0,0.181818182,0.090909091,0.090909091,0
entailment,45.37868612,0,10.49280432,0,22.46164481,0,1.786510965,0,11.21499142,0,11.71219959,0,0,0,0,0,0.769230769,0,0.512820513,0,0.461538462,0,0.282051282,0,0.384615385,0,0.256410256,0,0,0,0,0
entailment,13.77307686,0,3.696566463,0,4.295568496,0,1.322732367,0,1.882375665,0,1.946669459,0,0,0,0,0,0.533333333,0,0.266666667,0,0.266666667,0,0.133333333,0,0.4,0,0.2,0,0,0,0,0
entailment,24.07849736,0,7.915957481,0,10.33775091,0,1.774163494,0,2.392382264,0,1.403554045,0,0.461723987,0,0.035226852,0,0.642857143,0,0.571428571,0,0.285714286,0,0.25,0,0.107142857,0,0.142857143,0,0.071428571,0,0.035714286,0
neutral,7.872893482,1.445945039,4.376760006,0,1.950165629,0.203375548,1.58180815,0,0.774988532,0.032648537,0.83100516,0,0,0,0,0,0.333333333,0.333333333,0.666666667,0,0.111111111,0.111111111,0.222222222,0,0.111111111,0.111111111,0.222222222,0,0,0,0,0
contradiction,16.04103956,0,0.349290103,2.921662658,0,0,0,0,1.61833334,0,0.16058138,0.910371065,0,0,0,0,0.727272727,0,0.363636364,0.363636364,0,0,0,0,0.181818182,0,0.090909091,0.090909091,0,0,0,0
entailment,10.84719396,0,2.300457373,0,6.420716166,0,2.767046925,0,2.565009728,0,2.79763348,0,0,0,0,0,0.4,0,0.4,0,0.4,0,0.3,0,0.4,0,0.5,0,0,0,0,0
neutral,23.14250023,14.05575696,0.299694277,0,8.539404899,14.88521597,0.080764178,0,2.906553209,2.41171281,0.280433588,0,3.978459492,3.207306057,0.119237404,0,0.692307692,0.461538462,0.230769231,0,0.346153846,0.230769231,0.115384615,0,0.307692308,0.153846154,0.115384615,0,0.230769231,0.153846154,0.076923077,0
entailment,6.622593388,0,2.721339107,0,2.483498663,0,0.754534498,0,2.116388164,0,2.263604507,0,0,0,0,0,0.461538462,0,0.230769231,0,0.461538462,0,0.230769231,0,0.307692308,0,0.153846154,0,0,0,0,0
entailment,28.51259512,0,3.709102523,0,3.480702646,0,0.750178106,0,3.143979847,0,2.138986692,0,0,0,0,0,1.25,0,0.666666667,0,0.5,0,0.333333333,0,0.25,0,0.166666667,0,0,0,0,0
entailment,17.19752475,0,0,0,0,0,0,0,0.561089225,0,0,0,0,0,0,0,1.357142857,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0
neutral,6.776811019,0,1.297491807,0,0.914816171,0,0.044764534,0,2.106362879,0,0.437939126,0,0,0,0,0,0.666666667,0,0.666666667,0,0.166666667,0,0.083333333,0,0.333333333,0,0.333333333,0,0,0,0,0
neutral,10.17826688,2.122301985,2.390912771,0,1.411829442,4.92542696,1.161370158,0,1.961309612,1.34154591,3.074267149,0,0,0,0,0,0.571428571,0.857142857,0.285714286,0,0.285714286,0.142857143,0.142857143,0,0.285714286,0.428571429,0.142857143,0,0,0,0,0
contradiction,3.350708097,0,0.161343627,6.773831092,1.708918691,0,0.043559205,0.548555635,0.190150648,0,0.08947821,2.271279298,0.45887357,0,0.243927516,8.573846519,0.230769231,0,0.230769231,0.692307692,0.076923077,0,0.076923077,0.230769231,0.153846154,0,0.153846154,0.461538462,0.153846154,0,0.153846154,0.461538462
contradiction,45.2084848,0,6.721324533,0,14.7114822,0,1.462661788,0,2.781208336,0,1.3247087,0,0,0,0,0,1.142857143,0,0.285714286,0,0.571428571,0,0.142857143,0,0.19047619,0,0.047619048,0,0,0,0,0
entailment,1.580998182,0,1.61843106,1.486906931,0,0,0,0,3.418924093,0,1.724339671,0.683814645,0,0,0,0,0.333333333,0,0.666666667,0.333333333,0,0,0,0,0.111111111,0,0.222222222,0.111111111,0,0,0,0
contradiction,13.44677327,0,5.079550803,5.249600768,8.296422221,0,2.085449755,2.625078321,3.587565616,0,4.769130707,4.446508408,0,0,0,0,0.882352941,0,0.294117647,0.294117647,0.352941176,0,0.117647059,0.117647059,0.352941176,0,0.117647059,0.117647059,0,0,0,0
neutral,30.2036798,11.2848312,5.673923969,1.0056182,13.84092379,6.846113324,3.149099112,0.446329892,13.32185814,4.616028379,16.64987928,2.974768393,15.54238816,5.263944685,15.16200107,5.569540143,0.705882353,0.529411765,0.529411765,0.176470588,0.470588235,0.352941176,0.294117647,0.117647059,0.823529412,0.588235294,0.705882353,0.235294118,0.705882353,0.529411765,0.529411765,0.176470588
entailment,22.13710284,0,0.1001874,0,0,0,0,0,1.277446806,0,0.04592805,0,0,0,0,0,0.888888889,0,0.333333333,0,0,0,0,0,0.222222222,0,0.111111111,0,0,0,0,0
neutral,16.16845003,0,2.900502462,0,0,0,0,0,3.157959878,0,3.562965631,0,0,0,0,0,1,0,0.666666667,0,0,0,0,0,0.333333333,0,0.111111111,0,0,0,0,0
neutral,43.08659929,22.77053969,0.582127176,0,16.43178636,18.15373188,0.012611291,0,1.611546636,0.584872976,0.113396414,0,0,0,0,0,1.173913043,1.130434783,0.391304348,0,0.391304348,0.391304348,0.043478261,0,0.217391304,0.260869565,0.086956522,0,0,0,0,0
entailment,24.20095462,7.021566361,8.168764561,0,7.125284731,1.558010131,2.836994186,0,4.822499003,0.705320001,4.700685367,0,0,0,0,0,0.636363636,0.318181818,0.590909091,0,0.272727273,0.136363636,0.272727273,0,0.181818182,0.045454545,0.181818182,0,0,0,0,0
neutral,3.817774862,3.743475914,3.834875304,0,0,0,0,0,0.176713437,1.900393248,1.432791911,0,0,0,0,0,0.333333333,0.333333333,1,0,0,0,0,0,0.111111111,0.111111111,0.333333333,0,0,0,0,0
neutral,9.729399674,2.160687447,0.86132114,0,2.834163085,5.888175488,0.068251029,0,1.662638381,0.480355501,1.344281361,0,0,0,0,0,0.833333333,0.333333333,0.5,0,0.5,0.166666667,0.166666667,0,0.5,0.166666667,0.333333333,0,0,0,0,0
contradiction,13.34266731,4.103140414,0.142035495,2.563888252,0,0,0,0,2.957400616,1.804518759,0.103237253,0.9662873,0,0,0,0,0.666666667,0.333333333,0.333333333,0.333333333,0,0,0,0,0.555555556,0.222222222,0.222222222,0.222222222,0,0,0,0
neutral,24.05299222,0,3.540495392,0,12.74345076,0,2.966489464,0,2.981981743,0,3.570728034,0,0,0,0,0,0.714285714,0,0.476190476,0,0.571428571,0,0.380952381,0,0.285714286,0,0.19047619,0,0,0,0,0
entailment,11.23916444,0,3.797252055,11.8127141,4.700722873,0,2.283321969,7.321458578,4.55217275,0,2.051405758,7.196821451,0,0,0,0,0.666666667,0,0.666666667,0.333333333,0.266666667,0,0.266666667,0.133333333,0.266666667,0,0.266666667,0.133333333,0,0,0,0
neutral,15.79288822,0,7.089424461,1.338123798,0.763734654,0,0.315859795,0.107202262,1.510072052,0,0.890639789,0.121741373,0,0,0,0,1.058823529,0,0.352941176,0.294117647,0.176470588,0,0.058823529,0.058823529,0.235294118,0,0.117647059,0.117647059,0,0,0,0
neutral,39.88836057,7.512885809,4.667150855,0,15.17983554,4.395748287,2.423337728,0,6.096446309,1.976553917,2.140074089,0,0,0,0,0,1.217391304,0.304347826,0.304347826,0,0.695652174,0.173913043,0.173913043,0,0.565217391,0.130434783,0.173913043,0,0,0,0,0
entailment,8.904246807,0,3.728306055,0,2.944977999,0,1.350310072,0,2.132686816,0,4.212784097,0,0,0,0,0,0.181818182,0,0.454545455,0,0.181818182,0,0.454545455,0,0.181818182,0,0.818181818,0,0,0,0,0
contradiction,22.89564515,5.837518349,0.323390253,0,4.450279132,0.763984308,0,0,10.0670682,3.673186287,0.268315028,0,3.118482053,1.562180519,0.071531126,0,0.84375,0.21875,0.25,0,0.1875,0.0625,0,0,0.53125,0.1875,0.1875,0,0.1875,0.0625,0.0625,0
neutral,14.93389399,6.93415926,0,0,0.630891725,0.547424376,0,0,2.977399789,2.326435395,0,0,1.782266974,1.087188959,0,0,1.230769231,0.846153846,0,0,0.307692308,0.230769231,0,0,0.846153846,0.538461538,0,0,0.307692308,0.230769231,0,0
entailment,23.59093285,0,10.24819957,0,0,0,0,0,3.418154538,0,3.448587418,0,0,0,0,0,0.941176471,0,0.470588235,0,0,0,0,0,0.117647059,0,0.058823529,0,0,0,0,0
entailment,32.13223296,6.022267282,12.14703253,9.376190662,31.75218014,11.40068406,6.210985074,10.92481521,1.584849373,0.144903898,3.02572529,0.712753773,0,0,0,0,1.2,0.3,1.2,0.3,1.2,0.3,1.15,0.3,0.2,0.05,0.2,0.05,0,0,0,0
neutral,10.08007865,0,2.180117123,1.126816578,0,0,0,0,4.098206609,0,1.705955863,1.385760784,0,0,0,0,1,0,0.333333333,0.333333333,0,0,0,0,0.25,0,0.083333333,0.083333333,0,0,0,0
entailment,14.24098408,0,5.976940602,0,3.095981777,0,1.047748655,0,0,0,0,0,0,0,0,0,0.611111111,0,0.333333333,0,0.222222222,0,0.111111111,0,0,0,0,0,0,0,0,0
contradiction,9.355343185,0,2.275256217,0,0,0,0,0,3.068412334,0,3.409422398,0,0,0,0,0,0.857142857,0,0.285714286,0,0,0,0,0,0.428571429,0,0.142857143,0,0,0,0,0
entailment,19.11060596,0,1.623568027,0,4.316266716,0,1.297324955,0,3.029425204,0,4.115218759,0,0,0,0,0,0.6,0,0.3,0,0.2,0,0.1,0,0.15,0,0.1,0,0,0,0,0
entailment,2.569202155,0,0,0,0,0,0,0,0.052005947,0,0,0,1.121912859,0,0,0,0.4,0,0,0,0,0,0,0,0.2,0,0,0,0.4,0,0,0
neutral,22.90815413,0,1.638712965,0,0,0,0,0,0,0,0,0,0,0,0,0,1.285714286,0,0.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0
neutral,18.70457578,5.946832933,0.306316828,0,3.161260009,0.734306872,0.070554048,0,4.900922239,0.761933103,0.129135683,0,0,0,0,0,0.8,0.4,0.333333333,0,0.133333333,0.066666667,0.066666667,0,0.266666667,0.133333333,0.066666667,0,0,0,0,0
neutral,29.13583177,8.356696643,11.00607081,0,16.73036708,8.507865913,7.391240566,0,11.3908781,2.121492594,13.50897247,0,0,0,0,0,1.08,0.52,0.8,0,0.8,0.4,0.56,0,0.8,0.4,0.6,0,0,0,0,0
neutral,15.5440229,0,0.077547096,0,2.61370793,0,0.012570701,0,1.898821592,0,0.087536603,0,0,0,0,0,1,0,0.272727273,0,0.272727273,0,0.090909091,0,0.272727273,0,0.090909091,0,0,0,0,0
neutral,8.801247299,0,0.095669987,0,2.638926595,0,0.067982946,0,1.156052053,0,0.152466699,0,0,0,0,0,0.5,0,0.166666667,0,0.333333333,0,0.166666667,0,0.166666667,0,0.083333333,0,0,0,0,0
neutral,44.90673187,0,3.362601168,0,5.998334482,0,0.293676225,0,10.83187224,0,5.659653055,0,0,0,0,0,1.166666667,0,0.541666667,0,0.333333333,0,0.083333333,0,0.666666667,0,0.375,0,0,0,0,0
entailment,6.426000744,0,0.243793992,4.525683418,1.812614247,0,0.109365813,1.508437403,0.78675127,0,0.117971398,0.51493305,0,0,0,0,0.25,0,0.25,0.25,0.25,0,0.25,0.25,0.083333333,0,0.083333333,0.083333333,0,0,0,0
entailment,62.57201796,23.54777148,18.82180995,0,41.39746381,22.01621827,10.23409931,0,21.00574454,7.811209416,8.458909199,0,13.14244616,4.151886046,7.270638466,0,1.43902439,0.487804878,0.487804878,0,1.024390244,0.341463415,0.292682927,0,0.926829268,0.268292683,0.317073171,0,0.146341463,0.048780488,0.048780488,0
contradiction,15.46336401,0,8.476764005,5.92971015,0,0,0,0,2.84793216,0,4.481768303,1.360715508,0,0,0,0,0.857142857,0,1.285714286,0.428571429,0,0,0,0,0.285714286,0,0.428571429,0.142857143,0,0,0,0
entailment,10.876405,0,2.140764534,0,0.439540297,0,0.31487914,0,5.564308345,0,6.267113108,0,0.601949438,0,1.246327773,0,0.428571429,0,0.428571429,0,0.142857143,0,0.142857143,0,0.571428571,0,0.642857143,0,0.142857143,0,0.142857143,0
entailment,18.49358414,0,5.570440598,0,0,0,0,0,1.419155955,0,1.878832698,0,0,0,0,0,0.769230769,0,0.769230769,0,0,0,0,0,0.153846154,0,0.153846154,0,0,0,0,0
neutral,16.4693308,3.684139088,0,0,6.536400765,2.008330464,0,0,0.752672985,1.206772804,0,0,0,0,0,0,0.56,0.28,0,0,0.24,0.12,0,0,0.08,0.04,0,0,0,0,0,0
contradiction,11.96306594,0,2.779331999,0,0.932595789,0,0.366080664,0,2.585510582,0,0.919661522,0,0,0,0,0,0.588235294,0,0.588235294,0,0.117647059,0,0.117647059,0,0.235294118,0,0.235294118,0,0,0,0,0
entailment,12.56307317,0,3.007549495,0,3.787217736,0,1.408061624,0,4.446717292,0,8.11466527,0,0,0,0,0,0.5,0,0.1875,0,0.125,0,0.0625,0,0.375,0,0.1875,0,0,0,0,0
contradiction,15.15551046,0,7.047386996,0,5.902425259,0,1.884853346,0,4.11800167,0,2.889344398,0,0,0,0,0,0.583333333,0,0.583333333,0,0.333333333,0,0.25,0,0.25,0,0.25,0,0,0,0,0
contradiction,46.57017317,4.828784257,20.78492284,0,4.705048881,0.252710417,1.51616402,0,22.24833053,1.898717761,17.62286946,0,6.739753008,1.076670647,3.381059289,0,1.217391304,0.260869565,0.608695652,0,0.347826087,0.086956522,0.130434783,0,0.695652174,0.130434783,0.434782609,0,0.173913043,0.043478261,0.086956522,0
contradiction,20.31324565,2.095366716,1.567535341,0,10.81240135,2.419847965,0.268428355,0,4.46847403,0.733420551,1.683293223,0,0,0,0,0,1.2,0.3,0.3,0,0.4,0.1,0.1,0,0.5,0.1,0.2,0,0,0,0,0
neutral,11.32766133,3.524419349,0.274647545,4.379939884,7.325028658,7.617791593,0.043559205,2.089610517,5.043773741,0.823333204,0.281004839,3.826965243,0,0,0,0,0.454545455,0.272727273,0.272727273,0.545454545,0.272727273,0.136363636,0.045454545,0.272727273,0.363636364,0.136363636,0.181818182,0.363636364,0,0,0,0
entailment,7.990893379,6.168443665,1.237609668,0,0.594286025,5.27744627,0.513932765,0,2.709874295,1.705070209,2.839006528,0,0,0,0,0,0.470588235,0.470588235,0.411764706,0,0.117647059,0.058823529,0.117647059,0,0.352941176,0.352941176,0.352941176,0,0,0,0,0
entailment,4.778244764,0,0.933881517,1.318717986,2.215859771,0,1.943249293,3.496285856,0.676655054,0,4.767865896,0.978277087,0,0,0,0,0.2,0,0.3,0.2,0.2,0,0.3,0.2,0.1,0,0.4,0.1,0,0,0,0
entailment,12.04863539,0,4.971505949,0,0.621653676,0,0.393692262,0,3.070559502,0,6.496876404,0,0,0,0,0,0.75,0,0.75,0,0.125,0,0.25,0,0.25,0,0.25,0,0,0,0,0
entailment,5.591050655,0,1.377095619,3.357835263,3.767891914,0,2.940982063,4.932039648,0.262584537,0,4.009821534,1.024792194,0,0,0,0,0.1875,0,0.3125,0.1875,0.3125,0,0.625,0.3125,0.0625,0,0.125,0.0625,0,0,0,0
contradiction,20.352258,0,2.127334738,0,0,0,0,0,3.823693365,0,1.507515993,0,0,0,0,0,1.666666667,0,0.888888889,0,0,0,0,0,0.666666667,0,0.444444444,0,0,0,0,0
neutral,16.24168266,4.575045496,13.32927989,0,2.061686605,1.62930581,2.365116527,0,8.259886503,1.900740802,9.330756057,0,2.558166146,0.504052877,2.796410106,0,0.518518519,0.259259259,0.777777778,0,0.148148148,0.074074074,0.296296296,0,0.222222222,0.111111111,0.333333333,0,0.074074074,0.037037037,0.111111111,0
entailment,10.10797695,0,9.838804025,0,2.382307947,0,0.28000173,0,1.621813107,0,4.355547667,0,0,0,0,0,0.705882353,0,0.705882353,0,0.117647059,0,0.117647059,0,0.235294118,0,0.235294118,0,0,0,0,0
entailment,6.494264901,0,0.060483002,9.139738172,0.471619874,0,0.008068172,0.755055234,0.23586528,0,0.07405398,2.623106718,0,0,0,0,0.357142857,0,0.214285714,0.714285714,0.071428571,0,0.071428571,0.142857143,0.071428571,0,0.071428571,0.142857143,0,0,0,0
entailment,10.85865897,0,4.290219188,0,0,0,0,0,2.276017483,0,2.862709761,0,0,0,0,0,0.666666667,0,0.333333333,0,0,0,0,0,0.444444444,0,0.222222222,0,0,0,0,0
contradiction,15.53477246,2.332307845,4.069780864,0,9.440881103,0.914191246,0.879440524,0,7.987675399,0.701096296,4.91740286,0,0,0,0,0,1.2,0.3,0.6,0,0.7,0.2,0.2,0,0.9,0.2,0.6,0,0,0,0,0
entailment,78.8559089,8.537587732,12.28735977,0,4.916440338,4.893479824,0.517692208,0,15.30324042,1.144550115,3.188737035,0,0,0,0,0,1.818181818,0.363636364,0.363636364,0,0.227272727,0.045454545,0.045454545,0,0.681818182,0.136363636,0.136363636,0,0,0,0,0
entailment,15.21850348,0,0.238072328,0,0,0,0,0,0.045578629,0,0.048234075,0,0,0,0,0,0.6,0,0.3,0,0,0,0,0,0.1,0,0.1,0,0,0,0,0
entailment,22.74051112,0,3.796400309,0,1.202573717,0,0.237847179,0,5.436118126,0,3.309206843,0,0,0,0,0,0.615384615,0,0.307692308,0,0.153846154,0,0.076923077,0,0.307692308,0,0.153846154,0,0,0,0,0
contradiction,45.15017259,0.908493169,4.657262862,0,9.222054601,0.234088808,0.251611233,0,6.907414377,0.236147493,3.689111233,0,0,0,0,0,1.411764706,0.352941176,0.352941176,0,0.470588235,0.117647059,0.117647059,0,0.470588235,0.117647059,0.117647059,0,0,0,0,0
contradiction,10.47522622,3.387498468,0.244530063,0,3.042617321,4.148764133,0.031598199,0,2.914539099,0.933639064,0.271411031,0,0,0,0,0,0.6,0.3,0.3,0,0.2,0.1,0.1,0,0.4,0.2,0.3,0,0,0,0,0
contradiction,26.62606686,0,3.854944557,0,5.970091611,0,0.474289298,0,0,0,0,0,0,0,0,0,1,0,0.333333333,0,0.5,0,0.083333333,0,0,0,0,0,0,0,0,0
neutral,56.12026744,6.295792229,7.317011649,0,16.07434642,3.165869832,2.393649135,0,4.916679904,0.118632481,1.10980019,0,0,0,0,0,1.818181818,0.363636364,0.727272727,0,0.681818182,0.136363636,0.272727273,0,0.227272727,0.045454545,0.090909091,0,0,0,0,0
entailment,16.63069987,0,0.088841466,0,0.342725582,0,0.007558839,0,1.540236603,0,0.131027069,0,0,0,0,0,0.666666667,0,0.333333333,0,0.222222222,0,0.111111111,0,0.333333333,0,0.222222222,0,0,0,0,0
entailment,40.64150175,1.824385285,0.392495073,0,0,0,0,0,12.76843759,0.725521266,0.308858918,0,4.219415441,0.051706776,0.111560486,0,1.6,0.333333333,0.333333333,0,0,0,0,0,0.866666667,0.133333333,0.2,0,0.333333333,0.066666667,0.066666667,0
contradiction,28.27655061,4.537162371,6.415854622,0,2.128411114,0.124455571,0.483435661,0,3.289289087,0.240107358,1.846198514,0,0,0,0,0,1.555555556,0.388888889,0.722222222,0,0.222222222,0.055555556,0.055555556,0,0.222222222,0.055555556,0.111111111,0,0,0,0,0
entailment,22.73970474,5.044103444,1.675022572,1.896349713,1.963413194,5.424360275,1.283682525,0,3.390467279,1.199030578,3.380223632,0.200511023,0,0,0,0,0.947368421,0.315789474,0.210526316,0.315789474,0.315789474,0.105263158,0.105263158,0,0.315789474,0.105263158,0.105263158,0.105263158,0,0,0,0
entailment,11.29909587,0,0.6777592,0,5.716954827,0,0.512867689,0,0.560605079,0,1.437577486,0,0,0,0,0,0.571428571,0,0.285714286,0,0.285714286,0,0.142857143,0,0.285714286,0,0.142857143,0,0,0,0,0
contradiction,7.041407466,0,5.675516069,0,0,0,0,0,3.334945381,0,4.193496346,0,0,0,0,0,0.6,0,0.3,0,0,0,0,0,0.4,0,0.2,0,0,0,0,0
contradiction,7.767475545,0,0.969058376,0,0,0,0,0,3.030206919,0,1.595769029,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0.25,0,0.375,0,0,0,0,0
contradiction,15.12100993,0,0.259965349,4.106233895,2.811055988,0,0.078473274,1.348245755,6.315390527,0,0.267373491,2.481468901,0,0,0,0,0.631578947,0,0.263157895,0.315789474,0.157894737,0,0.105263158,0.105263158,0.421052632,0,0.210526316,0.210526316,0,0,0,0
